,#1 String,#2 String,label
6732,"The former president also gave numerous speeches in 2002 without compensation, said his spokesman Jim Kennedy.",His spokesman Jim Kennedy said the former president also gave more than 70 speeches in 2002 without compensation.,1
1949,"Not surprisingly, broadband nation Korea leads the way in broadband penetration, with approximately 21 broadband subscribers for every 100 inhabitants.","The decision is ""clearly incorrect,"" FTC Chairman Tim Muris said.",0
6368,"In a televised interview on Wednesday, ECB President Wim Duisenberg said it was too soon to discuss further interest rate cuts in the 12-nation euro zone.",European Central Bank President Wim Duisenberg said in a televised interview that it was too soon to discuss further interest rate cuts in the euro zone.,1
1,"Is it in the food supply?"" says David Ropeik, director of risk communication at the Harvard Center for Risk Analysis.","""It's not zero,"" said David Ropeik, director of risk communication at the Harvard Center for Risk Analysis.",1
8032,"""We haven't decided whether to use an unbroken or dotted white line,"" said Dave Richardson, the ICC's cricket manager.","McCabe said he was considered a witness, not a suspect.",0
6047,"""The lives of American warfighters can be placed at direct risk through illegal transfer of military components,"" said Defense Department Inspector General Joseph Schmitz.","The 27-year-old rapper's attorney in the civil matter, Mark Gann, did not return calls for comment.",0
9127,"Both devices use version 5.2 of the Palm operating system and feature a new design, which resembles a miniature notebook with a screen that swivels around 180 degrees.",Both devices use Palm OS 5.2 and feature a completely new form factor that resembles a miniature notebook with a screen that swivels 180 degrees.,1
10697,"The announcement was made during the recording of a Christmas concert attended by top Vatican cardinals, bishops, and many elite from Italian society, witnesses said.","The broadside came during the recording on Saturday night of a Christmas concert attended by top Vatican cardinals, bishops and many elite of Italian society, witnesses said.",1
2720,Consumers would still have to get a descrambling security card from their cable operator to plug into the set.,"To watch pay television, consumers would insert into the set a security card provided by their cable service.",1
8783,"Several relatives of Australian victims of the attack sat in the front row of the court, but few Balinese attended the trial.","Peterson helped raise Ratliff's two daughters, Margaret and Martha Ratliff, who supported him throughout the trial.",0
11382,"When varsity coach Kevin McElroy walked into the courthouse with his attorney, the crowd turned their backs on him.","A member of the rap group So Solid Crew threw away a loaded gun during a police chase, Southwark Crown Court was told yesterday.",0
3117,The two powerful men also disagree about ethanol (sacred in Iowa) and authorizing oil and gas drilling in Alaska's wildlife refuge.,They also disagree over ethanol - sacred in Iowa - and on authorizing oil and gas drilling in Alaskas wildlife refuge.,1
10992,"Less than a mile away, across a river, St. Joseph features trendy restaurants, boutiques, offices and a picturesque beach front.",Joining Stern and McEntee on stage was International Union of Painters and Allied Trades President James Williams.,0
9768,"FCC Chairman Michael Powell said in a statement that the ruling would ""throw a monkey wrench into the FCC's efforts to develop a vitally important national broadband policy.""","He added that the decision will ""throw a monkey wrench into the FCC's efforts to develop a vitally important national broadband policy.""",1
3762,"The incubation period in cattle is four to five years, said Stephen Sundlof of the U.S. Food and Drug Administration.","The incubation period in cattle is four to five years, said Dr. Stephen Sundlof of the Food and Drug Administration (news - web sites).",1
213,"At issue is the scholarship program that helps high-achieving students pay for studies in fields such as business or engineering, but not theology.","At issue in yesterday's case is a Washington state scholarship program that helps high-achieving students pay for studies in fields such as business or engineering, but not theology.",1
778,"Peterson, 27, was eight months pregnant when she disappeared in the days before Christmas.",Peterson was almost eight months pregnant when she was reported missing.,1
3496,"But he added: ""You can't win elections by looking in the rearview mirror.""","""You can't win elections by looking through the rear view mirror,"" he said.",1
10239,Doctors have speculated that estrogen protects against cell damage and improves blood flow.,Their belief was based on speculation that estrogen prevents cell damage and improves blood flow.,1
2043,This is just the latest movement in a continuing trend towards open source support of business applications.,This is just the latest movement in a continuing trend toward open-source support among business application vendors.,1
8920,Taiwan reported 18 additional cases giving it a total of 149 cases and 13 deaths.,"On Thursday, Taiwan reported 131 suspected cases of the disease -- up 11 cases from a day earlier.",1
5420,It even struck a deal for distribution and advertising with popular P2P service Grokster.,Puretunes has also lost a distribution deal with the popular Grokster file-swapping software company.,1
6154,"On the stand Wednesday, she said she was referring only to the kissing.","On the stand Wednesday, she testified that she was referring to the kissing before the alleged rape.",1
9759,The indictment follows a criminal complaint filed by federal prosecutors on April 23.,"Annan warned that the dangers of extremism after September 11 should not be used as an excuse to suppress ""long-cherished"" freedoms.",0
8357,They found molecules that can only be produced when ozone breaks down cholesterol.,Initial reports indicated the shots had been fired from inside a mosque.,0
10113,"Hidalgo County Judge Ramon Garcia says when he was growing up, he wasn't allowed to speak Spanish at school.",The investigation was closed without charges in 2001.,0
8465,"In early afternoon trading, the Dow Jones industrial average was down 18.42, or 0.2 percent, at 8,569.94.","In his speech, Stern says his members are ""totally comfortable"" with Dean's positions on health care issues.",0
